0.996569,-0.0169396,0.0810154,0
0.0252715,0.994365,-0.102952,0
-0.0788149,0.104646,0.991381,0
-0.0666856,-0.311943,0.215153,1
0.999846,0.0172959,0.00291941,0
-0.017502,0.972699,0.231407,0
0.00116266,-0.231422,0.972853,0
0.0318136,-0.262276,-0.554449,1
0.999437,0.0226702,-0.0247228,0
-0.0126331,0.937166,0.348653,0
0.0310734,-0.348145,0.936926,0
0.0199883,-0.174488,-0.850283,1
0.99822,0.0312345,-0.0507995,0
-0.00433038,0.887576,0.460641,0
0.0594763,-0.459601,0.886132,0
-0.00209756,-0.0407589,-1.1617,1
0.997685,0.0662977,0.0151634,0
-0.0649236,0.862038,0.502667,0
0.0202542,-0.502487,0.864347,0
0.180547,0.034768,-1.29107,1
0.981325,0.0677845,0.180018,0
-0.0834002,0.993248,0.0806357,0
-0.173337,-0.0941435,0.980352,0
0.232592,-0.363804,0.0337957,1
0.988988,0.146891,0.0180413,0
-0.138204,0.873068,0.467601,0
0.0529351,-0.464945,0.883756,0
0.400098,-0.0121291,-1.19137,1
0.975678,0.0845884,0.20223,0
-0.156474,0.91484,0.372267,0
-0.153519,-0.394856,0.905826,0
0.446842,-0.105534,-0.984298,1
0.475568,0.428258,0.768394,0
0.735675,0.285291,-0.614322,0
-0.482304,0.85744,-0.179383,0
-1.42279,1.28319,0.984693,1
0.266917,0.659423,0.702791,0
0.13305,0.69705,-0.704569,0
-0.95449,0.281568,0.0983183,0
0.0256189,0.263331,1.21331,1
-0.153164,0.802414,0.576777,0
-0.453012,0.461709,-0.76263,0
-0.878248,-0.378094,0.292786,0
1.54905,0.705112,1.41026,1
-0.0797424,0.78158,0.618687,0
-0.965765,-0.21428,0.146221,0
0.246856,-0.585846,0.77191,0
2.2819,2.0983,-0.513298,1
0.0456902,0.782359,0.62115,0
-0.689949,-0.424951,0.585991,0
0.722414,-0.455335,0.520371,0
1.51528,2.47157,-1.30148,1
-0.210054,-0.723482,0.657609,0
-0.360409,0.682546,0.635795,0
-0.908835,-0.103457,-0.404121,0
1.38917,1.65237,-1.16922,1
0.246621,-0.640999,-0.726841,0
-0.744554,-0.605409,0.281278,0
-0.620336,0.471803,-0.626566,0
1.58752,3.79376,0.854291,1
0.583365,0.206584,-0.785499,0
-0.504003,-0.666316,-0.549547,0
-0.636918,0.71648,-0.284586,0
0.834894,3.00729,2.29704,1
-0.258465,-0.707019,0.658269,0
-0.244778,0.707118,0.663375,0
-0.934494,0.0103297,-0.355828,0
1.22407,1.57189,-1.23537,1
0.230186,-0.577451,-0.783303,0
-0.660994,-0.683522,0.309649,0
-0.714213,0.446482,-0.539029,0
1.45804,3.8699,0.836636,1
0.529152,0.162432,-0.832834,0
-0.464115,-0.766268,-0.44433,0
-0.710348,0.621649,-0.330085,0
0.814892,3.23283,2.1513,1
-0.277542,-0.699048,0.659015,0
-0.196911,0.712793,0.673165,0
-0.940316,0.0570641,-0.335481,0
1.14783,1.54776,-1.23308,1
0.218465,-0.560264,-0.798985,0
-0.62477,-0.709259,0.326516,0
-0.749622,0.42785,-0.504985,0
1.403,3.89851,0.82477,1
0.517468,0.192845,-0.833689,0
-0.421207,-0.790665,-0.444335,0
-0.744856,0.581084,-0.327916,0
0.751369,3.26164,2.16363,1
-0.331549,-0.720135,0.609491,0
-0.110232,0.671176,0.733055,0
-0.936976,0.175858,-0.30191,0
1.03442,1.6149,-1.31573,1
0.12582,-0.575021,-0.808405,0
-0.495843,-0.742245,0.450789,0
-0.859249,0.344123,-0.37851,0
1.27091,3.97299,0.564189,1
0.459615,0.289662,-0.839553,0
-0.25745,-0.861272,-0.438096,0
-0.849984,0.417498,-0.321281,0
0.528155,3.31615,2.1245,1
0.9837,-0.150893,-0.0977993,0
0.178969,0.874291,0.451203,0
0.0174217,-0.461352,0.887046,0
-0.555398,-0.0226071,-1.13893,1
0.474609,0.0273792,-0.879771,0
-0.0518478,0.998649,0.00310838,0
0.878668,0.0441384,0.475388,0
-0.0385017,-0.293471,-0.151851,1
-0.0617868,-0.417681,-0.90649,0
-0.982202,0.186846,-0.0191453,0
0.17737,0.889174,-0.421792,0
1.84222,1.44981,-0.16863,1
0.230497,-0.858359,-0.458355,0
-0.634884,0.224308,-0.739329,0
0.737422,0.461416,-0.493257,0
1.34183,1.02262,1.70217,1
-0.272932,-0.960271,0.0582055,0
-0.244923,0.0108499,-0.969481,0
0.930334,-0.278858,-0.238153,0
0.112868,1.46753,2.55992,1
-0.793758,-0.566069,0.222517,0
0.358553,-0.730996,-0.580589,0
0.491313,-0.381064,0.7832,0
-1.41581,3.27553,1.71945,1
-0.940934,-0.323505,0.0999366,0
0.317298,-0.945495,-0.0732129,0
0.118175,-0.0371794,0.992296,0
-1.35137,3.79303,0.577035,1
-0.692677,0.314361,-0.649134,0
0.341546,0.935672,0.0886671,0
0.635251,-0.160292,-0.755488,0
-1.33596,0.894729,0.0163475,1
0.358251,0.894138,0.268651,0
0.931031,-0.363578,-0.0314734,0
0.0695337,0.261398,-0.962723,0
-1.27884,3.72606,1.16058,1
0.9185,0.169932,0.357044,0
0.354961,-0.752218,-0.555129,0
0.17424,0.636623,-0.751233,0
0.264875,3.60889,2.1214,1
-0.730568,0.39707,-0.555522,0
0.316658,0.917787,0.239568,0
0.604977,-0.000889778,-0.796242,0
-1.3155,0.965111,-0.174996,1
0.380638,0.855388,0.351319,0
0.896501,-0.434497,0.0865887,0
0.226714,0.281999,-0.932243,0
-1.21251,3.79716,1.00666,1
0.884046,0.196985,0.423861,0
0.380668,-0.829643,-0.40839,0
0.271206,0.522386,-0.80843,0
0.179967,3.77142,1.9133,1
-0.756327,0.323852,-0.568409,0
0.209703,0.943038,0.258266,0
0.619672,0.0761363,-0.781158,0
-1.13152,0.872366,-0.198925,1
0.387158,0.83693,0.386854,0
0.870472,-0.470104,0.145878,0
0.303951,0.280268,-0.910529,0
-1.14608,3.85365,0.950032,1
0.881442,0.158325,0.444964,0
0.33867,-0.868546,-0.36184,0
0.329183,0.469638,-0.819193,0
0.261391,3.82895,1.86803,1
-0.767343,0.361414,-0.529683,0
0.220669,0.924414,0.311066,0
0.602071,0.12181,-0.789096,0
-1.15097,0.92537,-0.257662,1
0.331389,0.86116,0.385466,0
0.878086,-0.43097,0.207919,0
0.345175,0.26957,-0.898991,0
-1.22827,3.7967,0.821152,1
0.900096,0.00851193,0.435609,0
0.202041,-0.893964,-0.400007,0
0.386013,0.448056,-0.806374,0
0.498166,3.73592,1.91199,1
0.955122,0.228645,-0.188316,0
-0.29174,0.836166,-0.464455,0
0.0512833,0.498552,0.865339,0
0.577985,-0.054334,1.00376,1
0.944442,0.315068,-0.0935898,0
-0.260724,0.891544,0.370373,0
0.200142,-0.325391,0.924154,0
0.539032,-0.103478,0.0292286,1
0.997256,-0.000393919,-0.0739796,0
0.000404153,1,-3.09646e-05,0
0.0739893,-1.75834e-06,0.997258,0
0.450593,-0.000156254,0.115439,1
0.997256,-0.000393015,-0.0739796,0
-0.00344033,0.998653,-0.0518404,0
0.0739104,0.05195,0.995909,0
0.450757,-0.0116197,0.117711,1
0.996072,-0.0145793,0.0873371,0
0.057882,0.853643,-0.517633,0
-0.0670048,0.520655,0.851134,0
-0.132615,-0.0341648,1.05339,1
0.996643,-0.0817478,0.00455362,0
0.0728688,0.911,0.405916,0
-0.0373283,-0.404223,0.9139,0
-0.152285,-0.0281127,-0.020441,1
0.999966,8.87415e-05,-0.00820507,0
-8.78321e-05,0.999999,2.14875e-05,0
0.00820795,-2.16067e-05,0.999967,0
-0.131212,-0.000200555,0.0772936,1
0.999966,8.66678e-05,-0.00820654,0
-8.57662e-05,0.999999,2.11447e-05,0
0.00820942,-2.12602e-05,0.999967,0
-0.131212,-0.000201346,0.0772932,1
